DataValue,LocalDateTime,UTCOffset,DateTimeUTC,SiteCode,VariableCode,MethodCode,SourceCode,QualityControlLevelCode,,,,,,,,,,
16.25,7/2/16,-8,7/1/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
13.4375,7/3/16,-8,7/2/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
9.75,7/4/16,-8,7/3/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
9.1875,7/5/16,-8,7/4/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
11.1875,7/6/16,-8,7/5/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
11.75,7/7/16,-8,7/6/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12.625,7/8/16,-8,7/7/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
11.3125,7/9/16,-8,7/8/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
11.3125,7/10/16,-8,7/9/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
11.9375,7/11/16,-8,7/10/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12.5,7/12/16,-8,7/11/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12.8125,7/13/16,-8,7/12/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
13.875,7/14/16,-8,7/13/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
10.625,7/15/16,-8,7/14/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12.6875,7/16/16,-8,7/15/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
14.25,7/17/16,-8,7/16/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
14.1875,7/18/16,-8,7/17/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
14.0625,7/19/16,-8,7/18/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
14.25,7/20/16,-8,7/19/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
16.9375,7/21/16,-8,7/20/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12.9375,7/22/16,-8,7/21/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12.875,7/23/16,-8,7/22/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
15.9375,7/24/16,-8,7/23/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
18.3125,7/25/16,-8,7/24/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
18.6875,7/26/16,-8,7/25/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
18.9375,7/27/16,-8,7/26/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
20,7/28/16,-8,7/27/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
20.625,7/29/16,-8,7/28/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
16.9375,7/30/16,-8,7/29/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
14.9375,7/31/16,-8,7/30/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
15.75,8/1/16,-8,7/31/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12.5625,8/2/16,-8,8/1/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
13.125,8/3/16,-8,8/2/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
15.375,8/4/16,-8,8/3/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
15.6875,8/5/16,-8,8/4/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
13.75,8/6/16,-8,8/5/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12,8/7/16,-8,8/6/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
12.4375,8/8/16,-8,8/7/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
13.1875,8/9/16,-8,8/8/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
14.625,8/10/16,-8,8/9/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
16.5625,8/11/16,-8,8/10/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
19.3125,8/12/16,-8,8/11/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
20.3125,8/13/16,-8,8/12/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
19.125,8/14/16,-8,8/13/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
18.375,8/15/16,-8,8/14/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
16.7,8/16/16,-8,8/15/16,NFN3,AirTemp_avg,iButton_1923_AT,jbeaulieu,-9999,,,,,,,,,,
0.5,12/4/15,-8,12/3/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.9375,12/5/15,-8,12/4/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2,12/6/15,-8,12/5/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.8125,12/7/15,-8,12/6/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3.625,12/8/15,-8,12/7/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1,12/9/15,-8,12/8/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.5625,12/10/15,-8,12/9/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.3125,12/11/15,-8,12/10/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.25,12/12/15,-8,12/11/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.375,12/13/15,-8,12/12/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.6875,12/14/15,-8,12/13/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-2.4375,12/15/15,-8,12/14/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-4.5625,12/16/15,-8,12/15/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.3125,12/17/15,-8,12/16/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.25,12/18/15,-8,12/17/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.75,12/19/15,-8,12/18/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.0625,12/20/15,-8,12/19/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.8125,12/21/15,-8,12/20/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-2.6875,12/22/15,-8,12/21/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-2.5625,12/23/15,-8,12/22/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-2.5,12/24/15,-8,12/23/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-4.1875,12/25/15,-8,12/24/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-4.625,12/26/15,-8,12/25/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.6875,12/27/15,-8,12/26/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-2.5625,12/28/15,-8,12/27/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-5.4375,12/29/15,-8,12/28/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-7.5,12/30/15,-8,12/29/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-4.3125,12/31/15,-8,12/30/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.625,1/1/16,-8,12/31/15,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-2.0625,1/2/16,-8,1/1/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-3,1/3/16,-8,1/2/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.5625,1/4/16,-8,1/3/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.1875,1/5/16,-8,1/4/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.5625,1/6/16,-8,1/5/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.1875,1/7/16,-8,1/6/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.875,1/8/16,-8,1/7/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.125,1/9/16,-8,1/8/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.125,1/10/16,-8,1/9/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.0625,1/11/16,-8,1/10/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2,1/12/16,-8,1/11/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.875,1/13/16,-8,1/12/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.375,1/14/16,-8,1/13/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.8125,1/15/16,-8,1/14/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.625,1/16/16,-8,1/15/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.875,1/17/16,-8,1/16/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.6875,1/18/16,-8,1/17/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.375,1/19/16,-8,1/18/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.125,1/20/16,-8,1/19/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3.9375,1/21/16,-8,1/20/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2,1/22/16,-8,1/21/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.4375,1/23/16,-8,1/22/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.8125,1/24/16,-8,1/23/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.5625,1/25/16,-8,1/24/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4.4375,1/26/16,-8,1/25/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.875,1/27/16,-8,1/26/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.875,1/28/16,-8,1/27/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.75,1/29/16,-8,1/28/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.75,1/30/16,-8,1/29/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.5,1/31/16,-8,1/30/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-2.1875,2/1/16,-8,1/31/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-3.0625,2/2/16,-8,2/1/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.5,2/3/16,-8,2/2/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.1875,2/4/16,-8,2/3/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.875,2/5/16,-8,2/4/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.625,2/6/16,-8,2/5/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.75,2/7/16,-8,2/6/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8.625,2/8/16,-8,2/7/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.375,2/9/16,-8,2/8/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.25,2/10/16,-8,2/9/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4.3125,2/11/16,-8,2/10/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3.6875,2/12/16,-8,2/11/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.4375,2/13/16,-8,2/12/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.625,2/14/16,-8,2/13/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.375,2/15/16,-8,2/14/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.4375,2/16/16,-8,2/15/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4.125,2/17/16,-8,2/16/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.8125,2/18/16,-8,2/17/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.3125,2/19/16,-8,2/18/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.6875,2/20/16,-8,2/19/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.8125,2/21/16,-8,2/20/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.375,2/22/16,-8,2/21/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.125,2/23/16,-8,2/22/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3.625,2/24/16,-8,2/23/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.25,2/25/16,-8,2/24/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.5625,2/26/16,-8,2/25/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3.25,2/27/16,-8,2/26/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1,2/28/16,-8,2/27/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.25,2/29/16,-8,2/28/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.875,3/1/16,-8,2/29/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.5,3/2/16,-8,3/1/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.8125,3/3/16,-8,3/2/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3.4375,3/4/16,-8,3/3/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4,3/5/16,-8,3/4/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.1875,3/6/16,-8,3/5/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0,3/7/16,-8,3/6/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.375,3/8/16,-8,3/7/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.625,3/9/16,-8,3/8/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.0625,3/10/16,-8,3/9/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.75,3/11/16,-8,3/10/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.4375,3/12/16,-8,3/11/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.428571429,3/13/16,-8,3/12/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.625,3/14/16,-8,3/13/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.4375,3/15/16,-8,3/14/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-0.4375,3/16/16,-8,3/15/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
-1.625,3/17/16,-8,3/16/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.9375,3/18/16,-8,3/17/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.5625,3/19/16,-8,3/18/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.875,3/20/16,-8,3/19/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.8125,3/21/16,-8,3/20/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.8125,3/22/16,-8,3/21/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.125,3/23/16,-8,3/22/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.0625,3/24/16,-8,3/23/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.4375,3/25/16,-8,3/24/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.3125,3/26/16,-8,3/25/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
0.8125,3/27/16,-8,3/26/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.125,3/28/16,-8,3/27/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4.125,3/29/16,-8,3/28/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.5,3/30/16,-8,3/29/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.3125,3/31/16,-8,3/30/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.75,4/1/16,-8,3/31/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
7.875,4/2/16,-8,4/1/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8.1875,4/3/16,-8,4/2/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3,4/4/16,-8,4/3/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
1.3125,4/5/16,-8,4/4/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.4375,4/6/16,-8,4/5/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.0625,4/7/16,-8,4/6/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.3125,4/8/16,-8,4/7/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.25,4/9/16,-8,4/8/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
7.375,4/10/16,-8,4/9/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.25,4/11/16,-8,4/10/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3,4/12/16,-8,4/11/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2,4/13/16,-8,4/12/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.25,4/14/16,-8,4/13/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
3.375,4/15/16,-8,4/14/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.5625,4/16/16,-8,4/15/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.375,4/17/16,-8,4/16/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
17.1875,4/18/16,-8,4/17/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
16.75,4/19/16,-8,4/18/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
17.5,4/20/16,-8,4/19/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.0625,4/21/16,-8,4/20/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8.625,4/22/16,-8,4/21/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.25,4/23/16,-8,4/22/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.875,4/24/16,-8,4/23/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
2.25,4/25/16,-8,4/24/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
4.375,4/26/16,-8,4/25/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.6875,4/27/16,-8,4/26/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.9375,4/28/16,-8,4/27/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
5.1875,4/29/16,-8,4/28/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
7.125,4/30/16,-8,4/29/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.625,5/1/16,-8,4/30/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
16.0625,5/2/16,-8,5/1/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
13.625,5/3/16,-8,5/2/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8,5/4/16,-8,5/3/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
9.625,5/5/16,-8,5/4/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
14.25,5/6/16,-8,5/5/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
16.4375,5/7/16,-8,5/6/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8.4375,5/8/16,-8,5/7/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
6.5625,5/9/16,-8,5/8/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.5,5/10/16,-8,5/9/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
11.6875,5/11/16,-8,5/10/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
12.625,5/12/16,-8,5/11/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
15,5/13/16,-8,5/12/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
15.1875,5/14/16,-8,5/13/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.1875,5/15/16,-8,5/14/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
8.9375,5/16/16,-8,5/15/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
10.25,5/17/16,-8,5/16/16,NFN4,AirTemp_avg,iButton_1921_AT,jbeaulieu,-9999,,,,,,,,,,
